Unnamed: 0,Date,User,Tweet,Location,ppt,sentiment
184,2023-04-10 04:22:12.355223880,User_183,@blookier @jokowi mentionnya ke mata najwa jg kak. klo mata najwa biasanya cepet,"Jakarta, Indonesia","['blookier', 'jokowi', 'mentionnya', 'mata', 'najwa', 'jg', 'kak', 'klo', 'mata', 'najwa', 'biasa', 'cepet']",netral
185,2023-04-10 04:23:38.324378109,User_184,@infosebelah @jokowi @divpropampolri @divhumas_polri @kejaksaanri @aryprasetyo85 @kesittt @pencerah__ harusnya kasu… https://t.co/sgn44bfbdf,"Bandung, Indonesia","['infosebelah', 'jokowi', 'divpropampolri', 'divhumas', 'polri', 'kejaksaanri', 'aryprasetyo85', 'kesittt', 'cerah', 'harus', 'kasu', 'https', 't', 'co', 'sgn44bfbdf']",netral
186,2023-04-10 04:25:04.293532338,User_185,"idm meningkat ipm harus meningkat. semangat membangun indonesia dari desa.
@jokowi
@halimiskandarnu
@imansyukri… https://t.co/rl4mgaxnqa","Jakarta, Indonesia","['idm', 'tingkat', 'ipm', 'tingkat', 'semangat', 'bangun', 'indonesia', 'desa', 'jokowi', 'halimiskandarnu', 'imansyukri', 'https', 't', 'co', 'rl4mgaxnqa']",netral
187,2023-04-10 04:26:30.262686567,User_186,@hirahito_ @erickthohir @jokowi ga capek apa ya bikin drama begitu trus,"Bekasi, Indonesia","['hirahito', 'erickthohir', 'jokowi', 'ga', 'capek', 'apa', 'bikin', 'drama', 'trus']",negartif
188,2023-04-10 04:27:56.231840796,User_187,"di akherat @jokowi azab yg pedih. semua pejabat kabinet jokowi, terima azab yg dahsyat ‼️‼️ https://t.co/tyafcxmlcg","Bekasi, Indonesia","['akherat', 'jokowi', 'azab', 'yg', 'pedih', 'semua', 'jabat', 'kabinet', 'jokowi', 'terima', 'azab', 'yg', 'dahsyat', 'https', 't', 'co', 'tyafcxmlcg']",positif
189,2023-04-10 04:29:22.200995024,User_188,@syahrul_yl @jokowi petani butuh jaminan harga agar jangan sampai harga menjadi anjlok ketika panen raya,"Surabaya, Indonesia","['syahrul', 'yl', 'jokowi', 'tani', 'butuh', 'jamin', 'harga', 'jangan', 'harga', 'jadi', 'anjlok', 'panen', 'raya']",positi
190,2023-04-10 04:30:48.170149253,User_189,@anaktermudaa @erickthohir @jokowi 😒,"Jakarta, Indonesia","['anaktermudaa', 'erickthohir', 'jokowi']",netral
191,2023-04-10 04:32:14.139303482,User_190,@jokowi 🥱🥱🥱🥱🥱,"Surabaya, Indonesia",['jokowi'],netral
192,2023-04-10 04:33:40.108457711,User_191,@delzitaz @erickthohir @jokowi hooh,"Jakarta, Indonesia","['delzitaz', 'erickthohir', 'jokowi', 'hooh']",netral
193,2023-04-10 04:35:06.077611940,User_192,salah @jokowi sendiri yg pilih @zul_hasan https://t.co/zpoy8sgep6,"Surabaya, Indonesia","['salah', 'jokowi', 'sendiri', 'yg', 'pilih', 'zul', 'hasan', 'https', 't', 'co', 'zpoy8sgep6']",netral
194,2023-04-10 04:36:32.046766169,User_193,"rt @aryprasetyo85: @ayang_utriza @purwa_wicak @khofifahip @untagsurabaya @kejaksaanri harus di hukum berat julianto ekaputra.
karena traum…","Bekasi, Indonesia","['rt', 'aryprasetyo85', 'ayang', 'utriza', 'purwa', 'wicak', 'khofifahip', 'untagsurabaya', 'kejaksaanri', 'hukum', 'berat', 'julianto', 'ekaputra', 'traum']",positif
195,2023-04-10 04:37:58.015920398,User_194,"rt @widwira: apakah nkri masih setia dengan ideologinya pancasila, bhinneka tunggal ika, uud 1945, apakah ormas lebih berkuasa di nkri? @k…","Surabaya, Indonesia","['rt', 'widwira', 'nkri', 'setia', 'ideologi', 'pancasila', 'bhinneka', 'tunggal', 'ika', 'uud', '1945', 'ormas', 'lebih', 'kuasa', 'nkri', 'k']",netral
196,2023-04-10 04:39:23.985074626,User_195,"@apriliciaarifah @yusrilihza_mhd @jokowi @mohmahfudmd @dpr_ri @bawaslu_ri apa datanya bilang, seperti bangun waduk… https://t.co/a8qapa0kbt","Jakarta, Indonesia","['apriliciaarifah', 'yusrilihza', 'mhd', 'jokowi', 'mohmahfudmd', 'dpr', 'ri', 'bawaslu', 'ri', 'apa', 'data', 'bilang', 'bangun', 'waduk', 'https', 't', 'co', 'a8qapa0kbt']",netral
197,2023-04-10 04:40:49.954228855,User_196,"jabatan mendag hrs nya bebas parpol, perdagangan itu mata pencaharian negeri ini, menterinya professional yg sudah… https://t.co/pmojo05uhc","Bekasi, Indonesia","['jabat', 'mendag', 'hrs', 'nya', 'bebas', 'parpol', 'dagang', 'mata', 'cahari', 'negeri', 'ini', 'menteri', 'professional', 'yg', 'sudah', 'https', 't', 'co', 'pmojo05uhc']",positif
198,2023-04-10 04:42:15.923383084,User_197,"kepada yth : @jokowi
tolong di baca thread di bawah ini👇
ini termasuk dalam janji kampenye mu loh pak.😌
masukan b… https://t.co/52h1vfgdgr","Jakarta, Indonesia","['yth', 'jokowi', 'baca', 'thread', 'bawah', 'ini', 'masuk', 'janji', 'kampenye', 'mu', 'loh', 'pak', 'masuk', 'b', 'https', 't', 'co', '52h1vfgdgr']",netral
199,2023-04-10 04:43:41.892537313,User_198,@erickthohir @jokowi bantuan yg tidak merata apakah baik pak ?,"Jakarta, Indonesia","['erickthohir', 'jokowi', 'bantu', 'yg', 'rata', 'baik', 'pak']",positif
200,2023-04-10 04:45:07.861691542,User_199,"@jokowi maaf pak presiden yg mulia, sepertinya yg lebih penting saat ini adalah menurunkan harga-harga kebutuhan pokok pak,","Bekasi, Indonesia","['jokowi', 'maaf', 'pak', 'presiden', 'yg', 'mulia', 'seperti', 'yg', 'lebih', 'penting', 'turun', 'harga', 'butuh', 'pokok', 'pak']",positif
201,2023-04-10 04:46:33.830845771,User_200,@erickthohir @jokowi wkwkwkwkwklawak,"Jakarta, Indonesia","['erickthohir', 'jokowi', 'wkwkwkwkwklawak']",netral
202,2023-04-10 04:47:59.800000000,User_201,"@tjitrosoenarjo @jokowi berani transparan, hebat 👍👍👍","Surabaya, Indonesia","['tjitrosoenarjo', 'jokowi', 'berani', 'transparan', 'hebat']",positif
203,2023-04-10 04:49:25.769154228,User_202,"@jumianto_rk @zul_hasan @jokowi kagak peduli penting urus keluarga dulu,yang lain bisa nomer sekian","Surabaya, Indonesia","['jumianto', 'rk', 'zul', 'hasan', 'jokowi', 'kagak', 'peduli', 'penting', 'urus', 'keluarga', 'dulu', 'yang', 'nomer', 'sekian']",netral
204,2023-04-10 04:50:51.738308457,User_203,"rt @papa_loren: @erickthohir @jokowi klo cm dg berkunjung &amp; memberi bantuan ke “satu” pasar bs meningkatkan pertumbuhan ekonomi, sptnya pre…","Jakarta, Indonesia","['rt', 'papa', 'loren', 'erickthohir', 'jokowi', 'klo', 'cm', 'dg', 'kunjung', 'amp', 'beri', 'bantu', 'satu', 'pasar', 'bs', 'tingkat', 'tumbuh', 'ekonomi', 'sptnya', 'pre']",netral
205,2023-04-10 04:52:17.707462686,User_204,@erickthohir @jokowi sama kayak menteri yang bagi² migor kampanye anaknya..,"Bekasi, Indonesia","['erickthohir', 'jokowi', 'sama', 'kayak', 'menteri', 'bagi', 'migor', 'kampanye', 'anak']",positif
206,2023-04-10 04:53:43.676616915,User_205,@gus_arifin @jokowi kok,"Bandung, Indonesia","['gus', 'arifin', 'jokowi', 'kok']",netral
207,2023-04-10 04:55:09.645771144,User_206,momen presiden @jokowi menganugerahkan tanda kehormatan bintang bhayangkara nararya kepada perwakilan penerima tand… https://t.co/xr2fsk9omh,"Bekasi, Indonesia","['momen', 'presiden', 'jokowi', 'anugerah', 'tanda', 'hormat', 'bintang', 'bhayangkara', 'nararya', 'wakil', 'terima', 'tand', 'https', 't', 'co', 'xr2fsk9omh']",positif
208,2023-04-10 04:56:35.614925373,User_207,rt @sirsazly: @amer7211 @jokowi kalau kat malaysia pun pasti akan tolak . … dia minta merc atau vellfire. penyamun2 tak mainlah innova ni 😀…,"Jakarta, Indonesia","['rt', 'sirsazly', 'amer7211', 'jokowi', 'kalau', 'kat', 'malaysia', 'tolak', 'minta', 'merc', 'vellfire', 'penyamun2', 'tak', 'main', 'innova', 'ni']",negatif
209,2023-04-10 04:58:01.584079601,User_208,rt @lisa_tjandra: @psantoda @diva_nkri @listyosigitp kapolri pengecut #gantikapolri @jokowi,"Bandung, Indonesia","['rt', 'lisa', 'tjandra', 'psantoda', 'diva', 'nkri', 'listyosigitp', 'kapolri', 'kecut', 'gantikapolri', 'jokowi']",netral
210,2023-04-10 04:59:27.553233830,User_209,"@herusanto10 @jokowi sudah ditanyakan kok, ke george hamilton sama alexander the great, eh..ke cleopatra juga 🤣🤣
w… https://t.co/0fzvw99dds","Surabaya, Indonesia","['herusanto10', 'jokowi', 'tanya', 'kok', 'george', 'hamilton', 'sama', 'alexander', 'the', 'great', 'eh', 'ke', 'cleopatra', 'w', 'https', 't', 'co', '0fzvw99dds']",netral
211,2023-04-10 05:00:53.522388059,User_210,@jokowi jl.lintas perdagangan-siantar kab simalungun sumatra utara (berbatasan dg kota limapuluh kab batubara/ suma… https://t.co/xpjb9zceax,"Bekasi, Indonesia","['jokowi', 'jl', 'lintas', 'perdagangan-siantar', 'kab', 'simalungun', 'sumatra', 'utara', 'batas', 'dg', 'kota', 'limapuluh', 'kab', 'batubara', 'suma', 'https', 't', 'co', 'xpjb9zceax']",netral
212,2023-04-10 05:02:19.491542288,User_211,@jokowi jok.bisa kerja,"Jakarta, Indonesia","['jokowi', 'jok', 'bisa', 'kerja']",positif
213,2023-04-10 05:03:45.460696517,User_212,@loveofspeechz @erickthohir @jokowi lanjutlah @kpk_ri,"Surabaya, Indonesia","['loveofspeechz', 'erickthohir', 'jokowi', 'lanjut', 'kpk', 'ri']",netral
214,2023-04-10 05:05:11.429850746,User_213,@jokowi pupuk selalu susah dr musim ke musim saprodi yg lain naik terus harganya dan hsl dan hrga gabah stagnan cenderung turun,"Jakarta, Indonesia","['jokowi', 'pupuk', 'selalu', 'susah', 'dr', 'musim', 'musim', 'saprodi', 'yg', 'naik', 'terus', 'harga', 'hsl', 'hrga', 'gabah', 'stagnan', 'cenderung', 'turun']",netral
215,2023-04-10 05:06:37.399004975,User_214,"@ruhutsitompul @jokowi indonesia sesuai dgn konstitusi yg bebas aktif dlm pergaulan dunia,presiden @jokowi berusaha… https://t.co/ctknbwr6n2","Bekasi, Indonesia","['ruhutsitompul', 'jokowi', 'indonesia', 'sesuai', 'dgn', 'konstitusi', 'yg', 'bebas', 'aktif', 'dlm', 'gaul', 'dunia', 'presiden', 'jokowi', 'usaha', 'https', 't', 'co', 'ctknbwr6n2']",netral
216,2023-04-10 05:08:03.368159203,User_215,@hyang_wisnu @kemkominfo @platejohnny @jokowi @aryprasetyo85 @farrel27 @d_n4bil5 @delardian_ @firzahusainid… https://t.co/bjpgbq6cpk,"Surabaya, Indonesia","['hyang', 'wisnu', 'kemkominfo', 'platejohnny', 'jokowi', 'aryprasetyo85', 'farrel27', 'd', 'n4bil5', 'delardian', 'firzahusainid', 'https', 't', 'co', 'bjpgbq6cpk']",netral
217,2023-04-10 05:09:29.337313432,User_216,"rt @hyang_wisnu: hadiri fekdi 2022, menkominfo ungkap percepatan pembangunan infrastruktur digital
percepatan pembangunan infrastruktur ti…","Surabaya, Indonesia","['rt', 'hyang', 'wisnu', 'hadir', 'fekdi', '2022', 'menkominfo', 'ungkap', 'cepat', 'bangun', 'infrastruktur', 'digital', 'cepat', 'bangun', 'infrastruktur', 'ti']",netral
218,2023-04-10 05:10:55.306467661,User_217,"rt @maya83206301: mohon maaf pak @jokowi dia sedang sibuk kampanyekan anaknya ..🙏
. https://t.co/iv2cneabpk","Bekasi, Indonesia","['rt', 'maya83206301', 'mohon', 'maaf', 'pak', 'jokowi', 'sedang', 'sibuk', 'kampanye', 'anak', 'https', 't', 'co', 'iv2cneabpk']",netral
219,2023-04-10 05:12:21.275621890,User_218,"paul waterpauw: “the people of west papua thank president @jokowi for his care. the meat of cattle, slaughtered dur… https://t.co/gvjxg24f3p","Jakarta, Indonesia","['paul', 'waterpauw', 'the', 'people', 'of', 'west', 'papua', 'thank', 'president', 'jokowi', 'for', 'his', 'care', 'the', 'meat', 'of', 'cattle', 'slaughtered', 'dur', 'https', 't', 'co', 'gvjxg24f3p']",netral
220,2023-04-10 05:13:47.244776119,User_219,@tjitrosoenarjo kesalahan pak @jokowi pilih @listyosigitp sebagai kapolri. jd ya terima saja pak kinerja kepolisian yg rada2 menjengkelkan,"Jakarta, Indonesia","['tjitrosoenarjo', 'salah', 'pak', 'jokowi', 'pilih', 'listyosigitp', 'kapolri', 'jd', 'terima', 'pak', 'kerja', 'polisi', 'yg', 'rada2', 'jengkel']",netral
221,2023-04-10 05:15:13.213930348,User_220,"@valosenadya1 @erickthohir @jokowi heran memang..
sekelas menteri kok gak ada malu2nya ngomong begitu..
sial bener...","Bandung, Indonesia","['valosenadya1', 'erickthohir', 'jokowi', 'heran', 'memang', 'kelas', 'menteri', 'kok', 'gak', 'malu2nya', 'ngomong', 'begitu', 'sial', 'bener']",netral
222,2023-04-10 05:16:39.183084577,User_221,"@komnasham
@kompolnas_ri @kspgoid @jokowi https://t.co/b4agipdbxn","Jakarta, Indonesia","['komnasham', 'kompolnas', 'ri', 'kspgoid', 'jokowi', 'https', 't', 'co', 'b4agipdbxn']",netral
223,2023-04-10 05:18:05.152238805,User_222,@hyang_wisnu @kemkominfo @platejohnny @jokowi menkominfo johnny g. plate menargetkan pusat data digital berbasis in… https://t.co/cjshdh8bwm,"Surabaya, Indonesia","['hyang', 'wisnu', 'kemkominfo', 'platejohnny', 'jokowi', 'menkominfo', 'johnny', 'g', 'plate', 'target', 'pusat', 'data', 'digital', 'bas', 'in', 'https', 't', 'co', 'cjshdh8bwm']",netral
224,2023-04-10 05:19:31.121393034,User_223,"rt @amer7211: knp aku respek @jokowi. dia boleh je amek hadiah tu tpi memilih utk menolak. tatkala rakyat byk yg dihimpit kesusahan, beliau…","Bekasi, Indonesia","['rt', 'amer7211', 'knp', 'aku', 'respek', 'jokowi', 'je', 'amek', 'hadiah', 'tu', 'tpi', 'pilih', 'utk', 'tolak', 'tatkala', 'rakyat', 'byk', 'yg', 'dihimpit', 'susah', 'beliau']",positif
225,2023-04-10 05:20:57.090547263,User_224,@hendrikk168 ganti kapolri deh..@jokowi klo segera ganti kapolri bakal kerepotan nanti ke depan..😤😤,"Bekasi, Indonesia","['hendrikk168', 'ganti', 'kapolri', 'deh', 'jokowi', 'klo', 'segera', 'ganti', 'kapolri', 'bakal', 'kerepot', 'depan']",positif
226,2023-04-10 05:22:23.059701492,User_225,"rt @hyang_wisnu: kominfo targetkan pdn pertama di 2024
menkominfo johnny g. plate menargetkan pusat data digital berbasis internet (cloud)…","Jakarta, Indonesia","['rt', 'hyang', 'wisnu', 'kominfo', 'target', 'pdn', 'pertama', '2024', 'menkominfo', 'johnny', 'g', 'plate', 'target', 'pusat', 'data', 'digital', 'bas', 'internet', 'cloud']",netral
227,2023-04-10 05:23:49.028855721,User_226,@cnnindonesia ya lah...kan @jokowi jadi malu udah pernah sowan ke sana...harus balas budi donk...kalau perlu ntar a… https://t.co/jcqggybp86,"Surabaya, Indonesia","['cnnindonesia', 'lah', 'kan', 'jokowi', 'jadi', 'malu', 'udah', 'pernah', 'sowan', 'sana', 'harus', 'balas', 'budi', 'donk', 'kalau', 'perlu', 'ntar', 'a', 'https', 't', 'co', 'jcqggybp86']",negartif
228,2023-04-10 05:25:14.998009950,User_227,@democrazymedia masa presiden @jokowi di denda kan atas nama program pemerintah 😀,"Bandung, Indonesia","['democrazymedia', 'masa', 'presiden', 'jokowi', 'denda', 'kan', 'atas', 'nama', 'program', 'perintah']",negatif
229,2023-04-10 05:26:40.967164179,User_228,"presiden @jokowi yang mengenakan setelan jas berwarna biru dan ibu iriana yang mengenakan kebaya berwarna putih, te… https://t.co/4lnreig4st","Jakarta, Indonesia","['presiden', 'jokowi', 'kena', 'setel', 'jas', 'warna', 'biru', 'ibu', 'iriana', 'kena', 'kebaya', 'warna', 'putih', 'te', 'https', 't', 'co', '4lnreig4st']",netral
230,2023-04-10 05:28:06.936318407,User_229,@m45broo_ mental orba ??? pecatt ae dhe...🙏 @jokowi,"Surabaya, Indonesia","['m45broo', 'mental', 'orba', 'pecatt', 'ae', 'dhe', 'jokowi']",negatif
231,2023-04-10 05:29:32.905472636,User_230,"rt @penjagajokowi1: setelah menempuh perjalanan selama satu jam dari kota gunungsitoli, presiden joko widodo mendarat di pangkalan udara so…","Jakarta, Indonesia","['rt', 'penjagajokowi1', 'tempuh', 'jalan', 'lama', 'satu', 'jam', 'kota', 'gunungsitoli', 'presiden', 'joko', 'widodo', 'darat', 'pangkal', 'udara', 'so']",netral
232,2023-04-10 05:30:58.874626865,User_231,@simbokesarah @jokowi benar. ..memang ikulah hebatnya pakde dalam mencerdaskan rakyat..agar bisa menilai sendiri..,"Jakarta, Indonesia","['simbokesarah', 'jokowi', 'benar', 'memang', 'ikulah', 'hebat', 'pakde', 'cerdas', 'rakyat', 'agar', 'nilai', 'sendiri']",positif
233,2023-04-10 05:32:24.843781094,User_232,"@katzedikke @erickthohir @jokowi kepercayaan masyarakat mulai menurun, blusukan adalah koentji 👌","Surabaya, Indonesia","['katzedikke', 'erickthohir', 'jokowi', 'percaya', 'masyarakat', 'mulai', 'turun', 'blusukan', 'koentji']",positif
234,2023-04-10 05:33:50.812935323,User_233,"@hyang_wisnu @kemkominfo @platejohnny @jokowi menurut menkeu, dukungan anggaran tsb dibutuhkan karena masih banyak… https://t.co/dfqpqpepd8","Bekasi, Indonesia","['hyang', 'wisnu', 'kemkominfo', 'platejohnny', 'jokowi', 'menkeu', 'dukung', 'anggar', 'tsb', 'butuh', 'banyak', 'https', 't', 'co', 'dfqpqpepd8']",positif
235,2023-04-10 05:35:16.782089552,User_234,"@yaniarsim @jokowi bubar, jangan sampi niru srilangka","Surabaya, Indonesia","['yaniarsim', 'jokowi', 'bubar', 'jangan', 'sampi', 'niru', 'srilangka']",positif
236,2023-04-10 05:36:42.751243781,User_235,"rt @hyang_wisnu: soal anggaran kominfo, menkeu: perluas infrastruktur digital
dukungan anggaran tersebut, menurut menkeu, dibutuhkan karen…","Surabaya, Indonesia","['rt', 'hyang', 'wisnu', 'soal', 'anggar', 'kominfo', 'menkeu', 'luas', 'infrastruktur', 'digital', 'dukung', 'anggar', 'sebut', 'menkeu', 'butuh', 'karen']",positif
237,2023-04-10 05:38:08.720398009,User_236,pak @jokowi salah langkah lagi memilih menteri dari partai @dpp_pan yg belum belum sudah menggunakan jabatannya seb… https://t.co/ssndmlp8w2,"Bekasi, Indonesia","['pak', 'jokowi', 'salah', 'langkah', 'pilih', 'menteri', 'partai', 'dpp', 'pan', 'yg', 'guna', 'jabat', 'seb', 'https', 't', 'co', 'ssndmlp8w2']",positif
238,2023-04-10 05:39:34.689552238,User_237,@katzedikke @hirahito_ @erickthohir @jokowi @_screenshoter all,"Bandung, Indonesia","['katzedikke', 'hirahito', 'erickthohir', 'jokowi', 'screenshoter', 'all']",positif
239,2023-04-10 05:41:00.658706467,User_238,@erickthohir @jokowi kalo pengen bantu memacu pertumbuhan ekonomi pasca pandemi ya diatur kebijakannya agar semua m… https://t.co/ypgj5rdaiy,"Jakarta, Indonesia","['erickthohir', 'jokowi', 'kalo', 'ken', 'bantu', 'pacu', 'tumbuh', 'ekonomi', 'pasca', 'pandemi', 'atur', 'bijak', 'semua', 'm', 'https', 't', 'co', 'ypgj5rdaiy']",positif
240,2023-04-10 05:42:26.627860696,User_239,"dalam peninjauannya di bbpadi, @jokowi tampak melihat gudang plasma nutfah yang menyimpan berbagai koleksi dan kons… https://t.co/ho0bmkvl87","Bekasi, Indonesia","['tinjau', 'bbpadi', 'jokowi', 'tampak', 'lihat', 'gudang', 'plasma', 'nutfah', 'simpan', 'bagai', 'koleksi', 'kons', 'https', 't', 'co', 'ho0bmkvl87']",positif
241,2023-04-10 05:43:52.597014925,User_240,"@ruhutsitompul @jokowi jujur saja dan terus terang dari beberapa org yg di survei oleh beberapa lembaga survei,utk… https://t.co/guupmjtygo","Bandung, Indonesia","['ruhutsitompul', 'jokowi', 'jujur', 'terus', 'terang', 'beberapa', 'org', 'yg', 'survei', 'beberapa', 'lembaga', 'survei', 'utk', 'https', 't', 'co', 'guupmjtygo']",positif
242,2023-04-10 05:45:18.566169154,User_241,"@erickthohir @jokowi hahahah! 😆😆😆
lama-lama pengen 🤮
ngidam pulak aku bang","Surabaya, Indonesia","['erickthohir', 'jokowi', 'hahahah', 'lama', 'ken', 'ngidam', 'pulak', 'aku', 'bang']",positif
243,2023-04-10 05:46:44.535323383,User_242,@hyang_wisnu @kemkominfo @platejohnny @jokowi sebanyak 15 perusahaan rintisan digital alias startup yang merupakan… https://t.co/jcwohqcf5z,"Surabaya, Indonesia","['hyang', 'wisnu', 'kemkominfo', 'platejohnny', 'jokowi', 'banyak', '15', 'usaha', 'rintis', 'digital', 'alias', 'startup', 'rupa', 'https', 't', 'co', 'jcwohqcf5z']",netral
244,2023-04-10 05:48:10.504477611,User_243,@wagimandeep212_ apapun alasannya..apapun prestasi pak @listyosigitp jangan lupa kalau pak @jokowi yg menaikkan jad… https://t.co/1uymu9lejt,"Bandung, Indonesia","['wagimandeep212', 'apa', 'alas', 'apa', 'prestasi', 'pak', 'listyosigitp', 'jangan', 'lupa', 'kalau', 'pak', 'jokowi', 'yg', 'naik', 'jad', 'https', 't', 'co', '1uymu9lejt']",negatif
245,2023-04-10 05:49:36.473631840,User_244,"rt @hyang_wisnu: 15 startup lulusan ssi batch 4 kominfo
sebanyak 15 perusahaan rintisan digital alias startup yang merupakan bagian dari s…","Surabaya, Indonesia","['rt', 'hyang', 'wisnu', '15', 'startup', 'lulus', 'ssi', 'batch', '4', 'kominfo', 'banyak', '15', 'usaha', 'rintis', 'digital', 'alias', 'startup', 'rupa', 'bagi', 's']",netral
246,2023-04-10 05:51:02.442786069,User_245,"menurut @jokowi , saat ini dunia sedang mengalami kekurangan pangan di mana-mana. oleh sebab itu, ia meminta semua… https://t.co/rz9ikaj0al","Jakarta, Indonesia","['jokowi', 'dunia', 'sedang', 'alami', 'kurang', 'pangan', 'mana', 'itu', 'minta', 'semua', 'https', 't', 'co', 'rz9ikaj0al']",netral
247,2023-04-10 05:52:28.411940298,User_246,"@hirahito_ @erickthohir @jokowi nah itu, presiden kok kerjaannya yg receh2 begitu","Bekasi, Indonesia","['hirahito', 'erickthohir', 'jokowi', 'nah', 'itu', 'presiden', 'kok', 'kerja', 'yg', 'receh2']",positif
248,2023-04-10 05:53:54.381094527,User_247,@erickthohir @jokowi amatiran,"Jakarta, Indonesia","['erickthohir', 'jokowi', 'amatir']",negatif
249,2023-04-10 05:55:20.350248756,User_248,@hotlan7bela @karedokleunca__ @cakmugik @listyosigitp @mohmahfudmd @ccicpolri @jokowi kok seperti gk ada harga dan wibawanya....,"Surabaya, Indonesia","['hotlan7bela', 'karedokleunca', 'cakmugik', 'listyosigitp', 'mohmahfudmd', 'ccicpolri', 'jokowi', 'kok', 'gk', 'harga', 'wibawa']",negatif
250,2023-04-10 05:56:46.319402985,User_249,"“saya datang ke balai padi dari kementerian pertanian untuk memastikan ketersediaan pangan kita, utamanya beras kar… https://t.co/bco2i4gyvk","Surabaya, Indonesia","['saya', 'datang', 'balai', 'padi', 'menteri', 'tani', 'pasti', 'sedia', 'pangan', 'kita', 'utama', 'beras', 'kar', 'https', 't', 'co', 'bco2i4gyvk']",netral
251,2023-04-10 05:58:12.288557213,User_250,"presiden @jokowi meninjau langsung balai besar penelitian tanaman padi (bbpadi) di kabupaten subang, jawa barat
https://t.co/smtsdd3omu","Bekasi, Indonesia","['presiden', 'jokowi', 'tinjau', 'langsung', 'balai', 'besar', 'teliti', 'tanam', 'padi', 'bbpadi', 'kabupaten', 'subang', 'jawa', 'barat', 'https', 't', 'co', 'smtsdd3omu']",netral
252,2023-04-10 05:59:38.257711442,User_251,"president @jokowi: ""west papua administration donate cows for idul adha.""
#westpapua https://t.co/u8dpc4xwoz","Jakarta, Indonesia","['president', 'jokowi', 'west', 'papua', 'administration', 'donate', 'cows', 'for', 'idul', 'adha', 'westpapua', 'https', 't', 'co', 'u8dpc4xwoz']",netral
253,2023-04-10 06:01:04.226865671,User_252,@mncrgknskl @jokowi hahhaahahahahhahahahahaha lawaakk bgtt,"Bandung, Indonesia","['mncrgknskl', 'jokowi', 'hahhaahahahahhahahahahaha', 'lawaakk', 'bgtt']",netral
254,2023-04-10 06:02:30.196019900,User_253,@katzedikke @erickthohir @jokowi kalo pun pengen bantu memacu pertumbuhan ekonomi pasca pandemi ya diatur kebijakan… https://t.co/uut5lsgdiw,"Bekasi, Indonesia","['katzedikke', 'erickthohir', 'jokowi', 'kalo', 'ken', 'bantu', 'pacu', 'tumbuh', 'ekonomi', 'pasca', 'pandemi', 'atur', 'bijak', 'https', 't', 'co', 'uut5lsgdiw']",netral
255,2023-04-10 06:03:56.165174129,User_254,"jokowi pastikan ketersediaan pangan https://t.co/p21c01pkra
@jokowi","Bandung, Indonesia","['jokowi', 'pasti', 'sedia', 'pangan', 'https', 't', 'co', 'p21c01pkra', 'jokowi']",netral
256,2023-04-10 06:05:22.134328358,User_255,@afi_sanusi1 @marquez__93 @jokowi jadi dukun aja lebih manfaat,"Surabaya, Indonesia","['afi', 'sanusi1', 'marquez', '93', 'jokowi', 'jadi', 'dukun', 'aja', 'lebih', 'manfaat']",negatif
257,2023-04-10 06:06:48.103482587,User_256,@erickthohir @jokowi kasihan bener indonesian. kualitas begini yg menjabat .,"Bandung, Indonesia","['erickthohir', 'jokowi', 'kasihan', 'bener', 'indonesian', 'kualitas', 'begini', 'yg', 'jabat']",netral
258,2023-04-10 06:08:14.072636815,User_257,rt @kr1t1kp3d45_pro: hallo pak @jokowi dengarkan keluhan rakyat di riau ini... https://t.co/hezkpdmtew,"Bandung, Indonesia","['rt', 'kr1t1kp3d45', 'pro', 'hallo', 'pak', 'jokowi', 'dengar', 'keluh', 'rakyat', 'riau', 'ini', 'https', 't', 'co', 'hezkpdmtew']",netral
259,2023-04-10 06:09:40.041791044,User_258,@hyang_wisnu @platejohnny @kemkominfo @jokowi @farrel27 @d_n4bil5 @aryprasetyo85 @yudi_luhur13 @03__nakula… https://t.co/6od82oq8di,"Surabaya, Indonesia","['hyang', 'wisnu', 'platejohnny', 'kemkominfo', 'jokowi', 'farrel27', 'd', 'n4bil5', 'aryprasetyo85', 'yudi', 'luhur13', '03', 'nakula', 'https', 't', 'co', '6od82oq8di']",netral
260,2023-04-10 06:11:06.010945273,User_259,"kehadiran bendungan ini jg memberikan manfaat sebagai pembangkit listrik tenaga mikrohidro (pltm) sebesar 1,4 mw, r… https://t.co/x0vdgiy3ga","Bandung, Indonesia","['hadir', 'bendung', 'jg', 'beri', 'manfaat', 'bangkit', 'listrik', 'tenaga', 'mikrohidro', 'pltm', 'besar', '1', '4', 'mw', 'r', 'https', 't', 'co', 'x0vdgiy3ga']",netral
261,2023-04-10 06:12:31.980099502,User_260,"rt @hyang_wisnu: bangun infrastruktur digital untuk rakyat, menkominfo apresiasi dukungan semua pihak
menkominfo @platejohnny menyatakan p…","Surabaya, Indonesia","['rt', 'hyang', 'wisnu', 'bangun', 'infrastruktur', 'digital', 'rakyat', 'menkominfo', 'apresiasi', 'dukung', 'semua', 'pihak', 'menkominfo', 'platejohnny', 'nyata', 'p']",netral
